product code,Product,Quantity,Unit Cost,Status,Open,Source Location,Dest. Location,Posting Date,Date Done,User,Advance Invoice No,Invoice No,Reference,Partner,Address,SK,C_ADM,Bank,Cost center,Dep,Gruop,M,Projects,Salis,Skyrius,Tax,Years,Pajamos/Sąnaudos,UOM,Packing List,Production Lot,IMEI,IMSI,ICCID,MSISDN,Date,Confirmed Delivery Date,Name,Amount,Rem. Quantity,Rem. Amount
,[HCV5-Lite-LTE-EMEA] HCV5-Lite-EMEA,15,31.248,done,,Final Production Warehouse (Kaunas),Customers,4/25/2024,4/25/2024 7:01,,492854,RUP-55315,SO068721,[SP] Winfleet Services,"Mamadou Diarrassouba, 16 BP 560 ABIDJAN 16 / KOUMASSI REMBLAIS, EN FACE DE L’EPP GABRIEL DADDIE o ABIDJAN",,,,,,,,,,,,,,PCS,PACK107480,,,,,,4/25/2024 7:01,,HCV5-Lite-EMEA,468.72,,
,[Pro_FLS] Pro_Fuel_level_sensor_750,15,70.324,done,,Final Production Warehouse (Kaunas),Customers,4/25/2024,4/25/2024 7:01,,492854,RUP-55315,SO068721,[SP] Winfleet Services,"Mamadou Diarrassouba, 16 BP 560 ABIDJAN 16 / KOUMASSI REMBLAIS, EN FACE DE L’EPP GABRIEL DADDIE o ABIDJAN",,,,,,,,,,,,,,PCS,PACK107480,,,,,,4/25/2024 7:01,,Ruptela Fuel Level Sensor Pro / Ruptela kuro lygio matuoklis Pro,1054.86,,
,[HCV5-LTM-GL-BT] HCV5 4G Global BLE,50,40.0706,done,,Final Production Warehouse (Kaunas),Customers,4/25/2024,4/25/2024 7:51,,495379,RUP-55317,SO069147,[SP] SINOS GmbH,"Armin Prommersberger, Puricellistraße 34 93049 Regensburg",,,,,,,,,,,,,,PCS,PACK107155,,,,,,4/25/2024 7:51,,HCV5 4G Global BLE,2003.53,,
,[K00090] FMS harness with accessory wires 0.5 m (CS116-33-01),40,5.33675,done,,Final Production Warehouse (Kaunas),Customers,4/25/2024,4/25/2024 7:51,,495379,RUP-55317,SO069147,[SP] SINOS GmbH,"Armin Prommersberger, Puricellistraße 34 93049 Regensburg",,,,,,,,,,,,,,PCS,PACK107155,,,,,,4/25/2024 7:51,,FMS harness with accessory wires 0.5 m,213.47,,
,[K00092] Tacho harness with accessory wires 1.5m (CS116-34-01),10,6.583,done,,Final Production Warehouse (Kaunas),Customers,4/25/2024,4/25/2024 7:51,,495379,RUP-55317,SO069147,[SP] SINOS GmbH,"Armin Prommersberger, Puricellistraße 34 93049 Regensburg",,,,,,,,,,,,,,PCS,PACK107155,,,,,,4/25/2024 7:51,,[K00092] Tacho harness with accessory wires 1.5m (CS116-34-01),65.83,,
,[MK DDE] MK DDE,1,28,done,,Final Production Warehouse (Kaunas),Customers,4/25/2024,4/25/2024 11:37,,495929,RUP-55323,SO069198,[SP] Legend Metal Co. Ltd.,"Saulius Kubertavičius, Tsukihiji 751-2, Kita Katsushika-gun Matsubushi-machi, 343-0102 Saitama",,,,,,,,,,,,,,PCS,PACK107536,,,,,,4/25/2024 11:37,,MK DDE,28,,
,[GNOM DDE S 7] Pressure sensor GNOM DDE S7,1,161,done,,Final Production Warehouse (Kaunas),Customers,4/25/2024,4/25/2024 11:37,,495929,RUP-55323,SO069198,[SP] Legend Metal Co. Ltd.,"Saulius Kubertavičius, Tsukihiji 751-2, Kita Katsushika-gun Matsubushi-machi, 343-0102 Saitama",,,,,,,,,,,,,,PCS,PACK107536,,,,,,4/25/2024 11:37,,Pressure sensor GNOM DDE S7,161,,
,[LCV5-LTM-GL-BT] LCV5 4G Global BLE,2,41.965,done,,Final Production Warehouse (Kaunas),Customers,4/25/2024,4/25/2024 7:30,,496082,RUP-55316,SO069217,[SP] IT-HR Kft,"Attila Tóth, István u. 7 7625 Pecs",,,,,,,,,,,,,,PCS,PACK107450,,,,,,4/25/2024 7:30,,LCV5 4G Global BLE,83.93,,
,[HCV5-Lite-LTE-EMEA] HCV5-Lite-EMEA,2,31.25,done,,Final Production Warehouse (Kaunas),Customers,4/25/2024,4/25/2024 7:30,,496082,RUP-55316,SO069217,[SP] IT-HR Kft,"Attila Tóth, István u. 7 7625 Pecs",,,,,,,,,,,,,,PCS,PACK107450,,,,,,4/25/2024 7:30,,HCV5-Lite-EMEA,62.5,,
,[Temp_01] Temperature_sensor,15,7.196,done,,Final Production Warehouse (Kaunas),Customers,4/25/2024,4/25/2024 7:58,,496105,RUP-55318,SO069227,[SP] AST-Digital GmbH,"Andreas Stachetsberger, Hetzendorferstraße 72/2 1120 Wien",,,,,,,,,,,,,,PCS,PACK107527,,,,,,4/25/2024 7:57,,1-Wire Temperature Sensor / Temperatūros jutiklis,107.94,,
,[1W-H3-05] RFID reader 1-WIRE (125kHZ),2,9.2,done,,Final Production Warehouse (Kaunas),Customers,4/25/2024,4/25/2024 4:51,,496151,RUP-55313,SO069236,[SP] M2M Solutions Ltd,"Deon Jonck, Nr 23, 2nd Close Airport Residential Area 1666 accra",,,,,,,,,,,,,,PCS,PACK107497,,,,,,4/25/2024 4:51,,1-wire RFID Reader 125 kHz / RFID kortelės skaitytuvas 125 kHz (,18.4,,
,[FM-Eco4 light+ T] FM-Eco4 light+ T,100,18.4838,done,,Final Production Warehouse (Kaunas),Customers,4/25/2024,4/25/2024 8:36,,496152,RUP-55322,SO069237,[SP] Infonorte Tecnologia S.L.,"Oscar Acedo Sierra, Carretera de Canillas, 136. Planta 1, Local 7B 28043 Madrid",,,,,,,,,,,,,,PCS,PACK107473,,,,,,4/25/2024 8:36,,FM-Eco4 light+ T,1848.38,,
,[TRACE5-LTE-EMEA] TRACE5-LTE-EMEA,750,22.68775,done,,Final Production Warehouse (Kaunas),Customers,4/25/2024,4/25/2024 7:21,,496196,RUP-55293,SO069240,[SP] Kuwait British  Factory Co.,"Faisal Al Assaf, Al Rai, Block 1, Street 19, Building 1529, Pin code-13015 13015 Kuwait",,,,,,,,,,,,,,PCS,PACK107472,,,,,,4/25/2024 7:21,,TRACE5-LTE-EMEA,17015.81,,
,[Eco5-5W-LTM-IP54] Eco5-5W-LTM-IP54,3,26.81333,done,,Final Production Warehouse (Kaunas),Customers,4/25/2024,4/25/2024 11:30,,496226,RUP-55325,SO069255,[SP] KORE Wireless,"Felix Alfaro, 13941 SW 100th Lane 33186 Miami",,,,,,,,,,,,,,PCS,PACK107494,,,,,,4/25/2024 11:30,,Eco5-5W-LTM-IP54,80.44,,
,[Plug5-LTM-NA-BT] Plug5-LTM-NA-BT,1,53.49,done,,Final Production Warehouse (Kaunas),Customers,4/25/2024,4/25/2024 11:30,,496226,RUP-55325,SO069255,[SP] KORE Wireless,"Felix Alfaro, 13941 SW 100th Lane 33186 Miami",,,,,,,,,,,,,,PCS,PACK107494,,,,,,4/25/2024 11:30,,Plug5-LTM-NA-BT,53.49,,
,[TRACE5-LTM] Trace5 LTM,1,23.37,done,,Final Production Warehouse (Kaunas),Customers,4/25/2024,4/25/2024 11:30,,496226,RUP-55325,SO069255,[SP] KORE Wireless,"Felix Alfaro, 13941 SW 100th Lane 33186 Miami",,,,,,,,,,,,,,PCS,PACK107494,,,,,,4/25/2024 11:30,,Trace5 LTM,23.37,,
,[TRACE5-LTM-IP67 (TT)] Trace 5 LTM IP67 TT,1,,done,TRUE,Final Production Warehouse (Kaunas),Customers,4/25/2024,4/25/2024 11:30,,496226,RUP-55325,SO069255,[SP] KORE Wireless,"Felix Alfaro, 13941 SW 100th Lane 33186 Miami",,,,,,,,,,,,,,PCS,PACK107494,,,,,,4/25/2024 11:30,,Trace 5 LTM IP67 TT,,-1,
,[Eco5-5W-LTE-EMEA-IP54] Eco5-5W-LTE-EMEA-IP54,5,21.338,done,,Final Production Warehouse (Kaunas),Customers,4/25/2024,4/25/2024 6:17,,496237,RUP-55314,SO069258,[SP] GoGPS Service OU,"Eduard Vald, Raga 10 13516 Tallinn",,,,,,,,,,,,,,PCS,PACK107513,,,,,,4/25/2024 6:17,,Eco5-5W-LTE-EMEA-IP54,106.69,,
,[HCV5-Lite-LTE-EMEA] HCV5-Lite-EMEA,10,31.248,done,,Final Production Warehouse (Kaunas),Customers,4/25/2024,4/25/2024 10:18,,496244,RUP-55324,SO069257,[SP] Totemas,"Renatas Ivaskevicius, V. Grinkevičiaus g. 18-1 LT-78107 Šiauliai",,,,,,,,,,,,,,PCS,PACK107515,,,,,,4/25/2024 10:18,,HCV5-Lite-EMEA,312.48,,
,[TRACE5-LTE-EMEA] TRACE5-LTE-EMEA,10,22.103,done,,Final Production Warehouse (Kaunas),Customers,4/25/2024,4/25/2024 10:18,,496244,RUP-55324,SO069257,[SP] Totemas,"Renatas Ivaskevicius, V. Grinkevičiaus g. 18-1 LT-78107 Šiauliai",,,,,,,,,,,,,,PCS,PACK107515,,,,,,4/25/2024 10:18,,TRACE5-LTE-EMEA,221.03,,
,[HCV5-LTM-FTE] HCV5 4G FTE,500,40.30382,done,,Final Production Warehouse (Kaunas),Customers,4/24/2024,4/24/2024 10:14,,495131,RUP-55308,SO069109,[SP] ITMobile/ Fleet Complete,"Jelle de Vries, WilKo Electronics, Europaboulevard 54 6135 Sittard",,,,,,,,,,,,,,PCS,PACK106823,,,,,,4/24/2024 10:14,,HCV5 4G FTE,20151.91,,
,[Plug5-LTM-EMEA-BT] Plug5-LTM-EMEA-BT,35,48.94657,done,,Final Production Warehouse (Kaunas),Customers,4/24/2024,4/24/2024 10:34,,495630,RUP-55309,SO069159,[SP] Track & fleet systems GmbH,"Ismail Özkan, Hirschstettnerstraße 19-21/Z/204 1220 Vienna",,,,,,,,,,,,,,PCS,PACK107186,,,,,,4/24/2024 10:34,,Plug5-LTM-EMEA-BT,1713.13,,
,[FM-Eco4+ E T] FM-Eco4+ E T,50,20.3486,done,,Final Production Warehouse (Kaunas),Customers,4/24/2024,4/24/2024 7:47,,495653,RUP-55307,SO069162,[SP] CG Telco SRL,"Ionut Niculae, Str Viilor nr.5, Balotesti . Ilfov",,,,,,,,,,,,,,PCS,PACK107458,,,,,,4/24/2024 7:47,,FM-Eco4+ E T,1017.43,,
,[TRACE5-LTE-IP67-EMEA] TRACE5-LTE-IP67-EMEA,200,26.165,done,,Final Production Warehouse (Kaunas),Customers,4/24/2024,4/24/2024 11:09,,495756,RUP-55311,SO069171,[SP] Micpoint B.V.,"Denis Leemkuil, Vlierweg 38a Houten 3991 BD 3991 BD Houten",,,,,,,,,,,,,,PCS,PACK107191,,,,,,4/24/2024 11:09,,TRACE5-LTE-IP67-EMEA,5233,,
,[Eco5-5W-LTE-EMEA-IP54] Eco5-5W-LTE-EMEA-IP54,2,21.34,done,,Final Production Warehouse (Kaunas),Customers,4/24/2024,4/24/2024 11:09,,495756,RUP-55311,SO069171,[SP] Micpoint B.V.,"Denis Leemkuil, Vlierweg 38a Houten 3991 BD 3991 BD Houten",,,,,,,,,,,,,,PCS,PACK107191,,,,,,4/24/2024 11:09,,Eco5-5W-LTE-EMEA-IP54,42.68,,
,[Plug5-LTM-EMEA-BT] Plug5-LTM-EMEA-BT,2,46.87,done,,Final Production Warehouse (Kaunas),Customers,4/24/2024,4/24/2024 11:09,,495756,RUP-55311,SO069171,[SP] Micpoint B.V.,"Denis Leemkuil, Vlierweg 38a Houten 3991 BD 3991 BD Houten",,,,,,,,,,,,,,PCS,PACK107191,,,,,,4/24/2024 11:09,,Plug5-LTM-EMEA-BT,93.74,,
,[FM-Eco4+ E T] FM-Eco4+ E T,20,20.903,done,,Final Production Warehouse (Kaunas),Customers,4/24/2024,4/24/2024 7:41,,495763,RUP-55306,SO069174,[SP] CG Telco SRL,"Ionut Niculae, Str Viilor nr.5, Balotesti . Ilfov",,,,,,,,,,,,,,PCS,PACK107459,,,,,,4/24/2024 7:40,,FM-Eco4+ E T,418.06,,
,[TRACE5-LTM-IP67 (TT)] Trace 5 LTM IP67 TT,100,37.9453,done,,Final Production Warehouse (Kaunas),Customers,4/24/2024,4/24/2024 7:31,,495932,RUP-55305,SO069200,[SP] Fleetware,"Matt Cooper, Unit 4/39 Cedric Street 6021 Stirling",,,,,,,,,,,,,,PCS,PACK107415,,,,,,4/24/2024 7:31,,Trace 5 LTM IP67 TT,3794.53,,
,[TRACE5-LTM-IP67 (TT)] Trace 5 LTM IP67 TT,10,31.189,done,,Final Production Warehouse (Kaunas),Customers,4/24/2024,4/24/2024 6:58,,495970,RUP-55304,SO069203,[SP] Metrotec OU,"Aare Mukk, Haljas tee 25 12011 Tallinn",,,,,,,,,,,,,,PCS,PACK107457,,,,,,4/24/2024 6:58,,Trace 5 LTM IP67 TT,311.89,,
,[TRACE5-LTE-IP67-EMEA] TRACE5-LTE-IP67-EMEA,20,26.0525,done,,Final Production Warehouse (Kaunas),Customers,4/24/2024,4/24/2024 4:46,,496079,RUP-55299,SO069215,[SP] eurecamobile,"Vincent Martinot, Avenue Pasteur 23 1300 Wavre",,,,,,,,,,,,,,PCS,PACK107453,,,,,,4/24/2024 4:46,,TRACE5-LTE-IP67-EMEA,521.05,,
,[ZEEK-LTM-T] ZEEK-LTM-T,2000,,done,TRUE,Final Production Warehouse (Kaunas),Customers,4/24/2024,4/24/2024 11:23,,496242,RUP-55312,SO069220,[Inter] Ruptela SA de CV,"Erasmo Carlos Vite Lara, Viaducto Río de la Piedad 571, Granjas México, Del. Iztacalco 08400 Mexico D.F.",,,,,,,,,,,,,,PCS,PACK107431,,,,,,4/24/2024 11:23,,ZEEK-LTM-T,,-2000,
,[391] EasyCAN (LCV),100,6.9515,done,,Final Production Warehouse (Kaunas),Customers,4/24/2024,4/24/2024 5:09,,496153,RUP-55300,SO069084,[SP] Anloc,"Miquel Puncernau, C/Tallers no.2 17410 Sils Girona",,,,,,,,,,,,,,PCS,PACK107475,,,,,,4/24/2024 5:09,,EasyCAN LCV (J1939),695.15,,
,[easycan01v] EasyCAN (Volvo),20,6.739,done,,Final Production Warehouse (Kaunas),Customers,4/24/2024,4/24/2024 5:09,,496153,RUP-55300,SO069084,[SP] Anloc,"Miquel Puncernau, C/Tallers no.2 17410 Sils Girona",,,,,,,,,,,,,,PCS,PACK107475,,,,,,4/24/2024 5:09,,EasyCAN Volvo (J1708),134.78,,
,[391] EasyCAN (LCV),10,6.988,done,,Final Production Warehouse (Kaunas),Customers,4/24/2024,4/24/2024 5:31,,496176,RUP-55301,SO069195,[SP] Eljunga,"Raimondas Baskauskas, V. Vaitkaus 2A 04332 Vilnius",,,,,,,,,,,,,,PCS,PACK107493,,,,,,4/24/2024 5:30,,EasyCAN LCV (J1939),69.88,,
,[HCV5-Lite-LTE-EMEA] HCV5-Lite-EMEA,1,31.25,done,,Final Production Warehouse (Kaunas),Customers,4/24/2024,4/24/2024 10:46,,496216,RUP-55310,SO069252,[SP] RETAJ,"KAMIL Judy, Al Safa 404 Doha, Qatar, POBox 18106 18106 Doha",,,,,,,,,,,,,,PCS,PACK107491,,,,,,4/24/2024 10:46,,HCV5-Lite-EMEA,31.25,,
,[Plug5-LTM-EMEA-BT] Plug5-LTM-EMEA-BT,1,46.87,done,,Final Production Warehouse (Kaunas),Customers,4/24/2024,4/24/2024 10:46,,496216,RUP-55310,SO069252,[SP] RETAJ,"KAMIL Judy, Al Safa 404 Doha, Qatar, POBox 18106 18106 Doha",,,,,,,,,,,,,,PCS,PACK107491,,,,,,4/24/2024 10:46,,Plug5-LTM-EMEA-BT,46.87,,
,[K00093] OBD2 standard harness (CS116-35),1,7.57,done,,Final Production Warehouse (Kaunas),Customers,4/24/2024,4/24/2024 10:46,,496216,RUP-55310,SO069252,[SP] RETAJ,"KAMIL Judy, Al Safa 404 Doha, Qatar, POBox 18106 18106 Doha",,,,,,,,,,,,,,PCS,PACK107491,,,,,,4/24/2024 10:46,,OBD2 standard harness (5th gen),7.57,,
,[MF7-20] Mifare UID reader / Mifare skaitytuvas MF7-20 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,200,32,done,,Final Production Warehouse (Kaunas),Customers,4/23/2024,4/23/2024 7:02,,494872,RUP-55292,SO069074,[SP] Sud Telématique,"Xavier Boulanger, 150 Rue de la Découverte Buroparc II 31 670 31670 Labege",,,,,,,,,,,,,,PCS,PACK107107,,,,,,4/23/2024 7:02,,RFID Reader. 13.56 MHz / RFID kortelės skaitytuvas 13.56 MHz,6400,,,
,[TRACE5-LTE-EMEA] TRACE5-LTE-EMEA,200,22.83135,done,,Final Production Warehouse (Kaunas),Customers,4/23/2024,4/23/2024 11:03,,495819,RUP-55297,SO069179,[SP] RouteConnect B.V.2,"Bert Roesink, Gotlandstraat 46a 7418 AX DEVENTER",,,,,,,,,,,,,,PCS,PACK107227,,,,,,4/23/2024 11:02,,TRACE5-LTE-EMEA,4566.27,,
,[K00081] TCO5 14pin harness,5,0.826,done,,Kauno filialas,Customers,4/23/2024,4/23/2024 11:03,,495819,RUP-55297,SO069179,[SP] RouteConnect B.V.2,"Bert Roesink, Gotlandstraat 46a 7418 AX DEVENTER",,,,,,,,,,,,,,PCS,PACK107227,,,,,,4/23/2024 11:02,,TCO5 14pin harness,4.13,,
,[K00129] Side 1: Pitch 3.0mm 2x6 pins housing + tin plating terminals Side 2: End Cut,5,0.628,done,,Kauno filialas,Customers,4/23/2024,4/23/2024 11:03,,495819,RUP-55297,SO069179,[SP] RouteConnect B.V.2,"Bert Roesink, Gotlandstraat 46a 7418 AX DEVENTER",,,,,,,,,,,,,,PCS,PACK107227,,,,,,4/23/2024 11:02,,Cable for Trace5 IP 30 devices,3.14,,
,[TRACE5-LTE-EMEA] TRACE5-LTE-EMEA,5,22.832,done,,Final Production Warehouse (Kaunas),Customers,4/23/2024,4/23/2024 10:16,,496013,RUP-55295,SO069207,[SP] Fleetaccess B.V.,"Marijn Snoek, Duivendijk 7 5672 AD Nuenen",,,,,,,,,,,,,,PCS,PACK107427,,,,,,4/23/2024 10:16,,TRACE5-LTE-EMEA,114.16,,
,[TRACE5-LTE-EMEA] TRACE5-LTE-EMEA,10,22.831,done,,Final Production Warehouse (Kaunas),Customers,4/23/2024,4/23/2024 10:26,,496101,RUP-55296,SO069226,[SP] Continental Automotive Trading Italia s.r.l.,"Dott. Lorenzo Ottolina, Via G. Matteotti 62 20092 Cinisello Balsamo (MI)",,,,,,,,,,,,,,PCS,PACK107441,,,,,,4/23/2024 10:26,,TRACE5-LTE-EMEA,228.31,,
,[1W-H3-05] RFID reader 1-WIRE (125kHZ),10,9.2,done,,Final Production Warehouse (Kaunas),Customers,4/23/2024,4/23/2024 10:26,,496101,RUP-55296,SO069226,[SP] Continental Automotive Trading Italia s.r.l.,"Dott. Lorenzo Ottolina, Via G. Matteotti 62 20092 Cinisello Balsamo (MI)",,,,,,,,,,,,,,PCS,PACK107441,,,,,,4/23/2024 10:26,,1-wire RFID Reader 125 kHz / RFID kortelės skaitytuvas 125 kHz (,92,,
,[TRACE5-LTE-EMEA] TRACE5-LTE-EMEA,10,22.717,done,,Final Production Warehouse (Kaunas),Customers,4/23/2024,4/23/2024 4:37,,496109,RUP-55291,SO069229,[SP] Dous Telecom,"Arturo Rey, Av. De Los Caidos, no. 42 15009 A Coruńa",,,,,,,,,,,,,,PCS,PACK107467,,,,,,4/23/2024 4:37,,TRACE5-LTE-EMEA,227.17,,
,[Eco5-5W-LTE-EMEA-IP54] Eco5-5W-LTE-EMEA-IP54,70,21.33929,done,,Final Production Warehouse (Kaunas),Customers,4/22/2024,4/22/2024 10:26,,495357,RUP-55288,SO069034,[SP] Veriflot Sh.p.k.,"Algert Gjoka, Rruga Petro Nini Luarasi 1001 Tiranë",,,,,,,,,,,,,,PCS,PACK107130,,,,,,4/22/2024 10:26,,Eco5-5W-LTE-EMEA-IP54,1493.75,,
,[HCV5-LTM-FTE] HCV5 4G FTE,200,40.36,done,,Final Production Warehouse (Kaunas),Customers,4/22/2024,4/22/2024 4:34,,496120,RUP-55282,SO069151,[SP] Fleet Complete Eesti OÜ,"Piret Papper, Lõõtsa 1A 11415 Talinn",,,,,,,,,,,,,,PCS,PACK107145,,,,,,4/22/2024 4:34,,HCV5 4G FTE,8072,,
,[HCV5-Lite-LTE-EMEA] HCV5-Lite-EMEA,20,31.248,done,,Final Production Warehouse (Kaunas),Customers,4/22/2024,4/22/2024 8:46,,495758,RUP-55285,SO069172,[SP] D24 TRACKING SYSTEMS BV,"Rudy Deleu, WERFSTRAAT 14 8900 Ieper",,,,,,,,,,,,,,PCS,PACK107433,,,,,,4/22/2024 8:46,,HCV5-Lite-EMEA,624.96,,
,[HCV5-Lite-LTE-EMEA] HCV5-Lite-EMEA,10,31.248,done,,Final Production Warehouse (Kaunas),Customers,4/22/2024,4/22/2024 9:06,,495871,RUP-55286,SO069186,[SP] S-SYSTEM PROTECTED DOO,"Dusan Savič, Tokarska 8 Beograd, Novi Beograd 11077 11077 Beograd",,,,,,,,,,,,,,PCS,PACK107451,,,,,,4/22/2024 9:05,,HCV5-Lite-EMEA,312.48,,
,[FM-Eco4 light+ T] FM-Eco4 light+ T,20,18.4835,done,,Final Production Warehouse (Kaunas),Customers,4/22/2024,4/22/2024 9:06,,495871,RUP-55286,SO069186,[SP] S-SYSTEM PROTECTED DOO,"Dusan Savič, Tokarska 8 Beograd, Novi Beograd 11077 11077 Beograd",,,,,,,,,,,,,,PCS,PACK107451,,,,,,4/22/2024 9:05,,FM-Eco4 light+ T,369.67,,
,[1W-H3-05] RFID reader 1-WIRE (125kHZ),10,9.2,done,,Final Production Warehouse (Kaunas),Customers,4/22/2024,4/22/2024 9:06,,495871,RUP-55286,SO069186,[SP] S-SYSTEM PROTECTED DOO,"Dusan Savič, Tokarska 8 Beograd, Novi Beograd 11077 11077 Beograd",,,,,,,,,,,,,,PCS,PACK107451,,,,,,4/22/2024 9:05,,1-wire RFID Reader 125 kHz / RFID kortelės skaitytuvas 125 kHz (,92,,
,[TRACE5-LTE-EMEA] TRACE5-LTE-EMEA,10,22.26,done,,Final Production Warehouse (Kaunas),Customers,4/22/2024,4/22/2024 10:15,,495919,RUP-55287,SO069194,[SP] QUADRATEX,"Kaywala Kapungu, 37 Monterrey, Montrose Road, North Gate, Randburg 2162 Johannesburg",,,,,,,,,,,,,,PCS,PACK107423,,,,,,4/22/2024 10:15,,TRACE5-LTE-EMEA,222.6,,
,[TM1990A] Dallas key Ibutton  / Dallas raktas Ibutton TM1990A-F5+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,0.9,done,,Final Production Warehouse (Kaunas),Customers,4/22/2024,4/22/2024 10:15,,495919,RUP-55287,SO069194,[SP] QUADRATEX,"Kaywala Kapungu, 37 Monterrey, Montrose Road, North Gate, Randburg 2162 Johannesburg",,,,,,,,,,,,,,PCS,PACK107423,,,,,,4/22/2024 10:15,,iButton Key  / iButton raktas,9,,,
,[Relay12V] Relay  / Relė 12V,10,0.77,done,,Final Production Warehouse (Kaunas),Customers,4/22/2024,4/22/2024 10:15,,495919,RUP-55287,SO069194,[SP] QUADRATEX,"Kaywala Kapungu, 37 Monterrey, Montrose Road, North Gate, Randburg 2162 Johannesburg",,,,,,,,,,,,,,PCS,PACK107423,,,,,,4/22/2024 10:15,,Relay 12V / Degimo blokavimo relė 12V,7.7,,
,[TRACE5-LTE-EMEA] TRACE5-LTE-EMEA,20,22.26,done,,Final Production Warehouse (Kaunas),Customers,4/22/2024,4/22/2024 8:38,,496000,RUP-55284,SO069205,[SP] Source Code,"Admir Hadžiefendić, ul. Maršala Tita do broja 34 lamela C, sprat 10 75000 Tuzla",,,,,,,,,,,,,,PCS,PACK107434,,,,,,4/22/2024 8:38,,TRACE5-LTE-EMEA,445.2,,
,[HCV5-Lite-LTE-EMEA] HCV5-Lite-EMEA,15,31.24533,done,,Final Production Warehouse (Kaunas),Customers,4/22/2024,4/22/2024 8:38,,496000,RUP-55284,SO069205,[SP] Source Code,"Admir Hadžiefendić, ul. Maršala Tita do broja 34 lamela C, sprat 10 75000 Tuzla",,,,,,,,,,,,,,PCS,PACK107434,,,,,,4/22/2024 8:38,,HCV5-Lite-EMEA,468.68,,
,[Eco5-5W-LTE-EMEA-IP54] Eco5-5W-LTE-EMEA-IP54,10,21.338,done,,Final Production Warehouse (Kaunas),Customers,4/22/2024,4/22/2024 10:55,,496012,RUP-55289,SO069206,[SP] JA Telematik,"Arnaud Jousse, Fichtestraße 19 40789 Monheim am Rhein",,,,,,,,,,,,,,PCS,PACK107410,,,,,,4/22/2024 10:55,,Eco5-5W-LTE-EMEA-IP54,213.38,,
,[TRACE5-LTE-EMEA] TRACE5-LTE-EMEA,10,22.26,done,,Final Production Warehouse (Kaunas),Customers,4/22/2024,4/22/2024 10:55,,496012,RUP-55289,SO069206,[SP] JA Telematik,"Arnaud Jousse, Fichtestraße 19 40789 Monheim am Rhein",,,,,,,,,,,,,,PCS,PACK107410,,,,,,4/22/2024 10:55,,TRACE5-LTE-EMEA,222.6,,
,[HCV5-3G-GL-BT] HCV5 3G BLE,48,76.66854,done,,Final Production Warehouse (Kaunas),Customers,4/22/2024,4/22/2024 8:02,,496145,RUP-55195,SO069129,[SP] Tracklog SAC,"JESUS RAMOS GUEVARA, Avenida Andres Reyes 420 piso 12 Ofic.1202- San Isidro, Lima. 15046 Lima",,,,,,,,,,,,,,PCS,PACK107083,,,,,,4/22/2024 8:02,,HCV5-2G-GL-BT,3680.09,,
,[HCV5-3G-GL-BT] HCV5 3G BLE,2,76.915,done,,Final Production Warehouse (Kaunas),Customers,4/22/2024,4/22/2024 8:02,,496145,RUP-55195,SO069129,[SP] Tracklog SAC,"JESUS RAMOS GUEVARA, Avenida Andres Reyes 420 piso 12 Ofic.1202- San Isidro, Lima. 15046 Lima",,,,,,,,,,,,,,PCS,PACK107083,,,,,,4/22/2024 8:02,,HCV5-2G-GL-BT,153.83,,
,[HCV5-Lite-LTE-EMEA] HCV5-Lite-EMEA,2,31.25,done,,Final Production Warehouse (Kaunas),Customers,4/22/2024,4/23/2024 7:25,,496192,RUP-55290,SO069225,[SP] Ignition Contractors,"Sonny Karim, Bush Fire Farm, Weighbridge area NA Solwezi",,,,,,,,,,,,,,PCS,PACK107456,,,,,,4/23/2024 7:25,,HCV5-Lite-EMEA,62.5,,
,[FM-Eco4 light+ T] FM-Eco4 light+ T,2,18.485,done,,Final Production Warehouse (Kaunas),Customers,4/22/2024,4/23/2024 7:25,,496192,RUP-55290,SO069225,[SP] Ignition Contractors,"Sonny Karim, Bush Fire Farm, Weighbridge area NA Solwezi",,,,,,,,,,,,,,PCS,PACK107456,,,,,,4/23/2024 7:25,,FM-Eco4 light+ T,36.97,,
,[K00093] OBD2 standard harness (CS116-35),2,7.57,done,,Final Production Warehouse (Kaunas),Customers,4/22/2024,4/23/2024 7:25,,496192,RUP-55290,SO069225,[SP] Ignition Contractors,"Sonny Karim, Bush Fire Farm, Weighbridge area NA Solwezi",,,,,,,,,,,,,,PCS,PACK107456,,,,,,4/23/2024 7:25,,OBD2 standard harness (5th gen),15.14,,
,[HCV5-Lite-LTE-EMEA] HCV5-Lite-EMEA,50,31.3444,done,,Final Production Warehouse (Kaunas),Customers,4/19/2024,4/19/2024 7:47,,495373,RUP-55276,SO069144,[SP] Anima Dooel,"Bobby Zrncev, Bozidar Adzija 1/1-9 1000 Skopje",,,,,,,,,,,,,,PCS,PACK107210,,,,,,4/19/2024 7:47,,HCV5-Lite-EMEA,1567.22,,
